service_request_id,requested_date,updated_date,closed_date,status_description,source,service_name,agency_responsible,address,comm_code,comm_name,location_type,longitude,latitude,point
24-00065347,2024-01-26 0:00,2024-03-25 0:00,2024-03-25 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,FLN,FOREST LAWN,Community Centrepoint,-113.9700019,51.03784805,POINT (-113.97000191799683 51.03784804797574)
24-00287887,2024-04-21 0:00,2024-04-23 0:00,2024-04-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SGH,SAGE HILL,Community Centrepoint,-114.1406861,51.17561697,POINT (-114.14068609335015 51.175616972779984)
24-00070324,2024-01-28 0:00,2024-01-28 0:00,2024-01-28 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,BLN,BELTLINE,Community Centrepoint,-114.0551861,51.03743796,POINT (-114.05518608886146 51.037437963359764)
24-00288210,2024-04-21 0:00,2024-04-23 0:00,2024-04-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,06A,06A,Community Centrepoint,-114.2298423,51.05924132,POINT (-114.22984231440924 51.0592413224543)
24-00288317,2024-04-21 0:00,2024-04-23 0:00,2024-04-23 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,MOP,MOUNT PLEASANT,Community Centrepoint,-114.07603,51.07423791,POINT (-114.07602998447108 51.07423790842361)
24-00526750,2024-07-05 0:00,2024-07-05 0:00,2024-07-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,UMR,UPPER MOUNT ROYAL,Community Centrepoint,-114.0850257,51.02997368,POINT (-114.0850256868341 51.02997367628775)
24-00511608,2024-06-30 0:00,2024-07-16 0:00,2024-07-16 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CAP,CAPITOL HILL,Community Centrepoint,-114.0946312,51.07266528,POINT (-114.09463117970881 51.07266527843247)
24-00306573,2024-04-26 0:00,2024-05-07 0:00,2024-05-07 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,Community Centrepoint,-114.1057298,51.06317954,POINT (-114.10572976665989 51.06317953856462)
24-00299955,2024-04-24 0:00,2024-04-24 0:00,2024-04-24 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,MLI,MAYLAND,Community Centrepoint,-114.0103024,51.05239256,POINT (-114.01030237788876 51.05239255688014)
24-00299952,2024-04-24 0:00,2024-04-24 0:00,2024-04-24 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,PEN,PENBROOKE MEADOWS,Community Centrepoint,-113.9476872,51.04585329,POINT (-113.94768720611339 51.0458532876399)
24-00295522,2024-04-23 0:00,2024-05-10 0:00,2024-05-10 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,HAM,HAMPTONS,Community Centrepoint,-114.1466842,51.14509284,POINT (-114.14668419231347 51.14509283969437)
24-00296758,2024-04-24 0:00,2024-04-24 0:00,2024-04-24 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,PKH,PARKHILL,Community Centrepoint,-114.0655345,51.01819229,POINT (-114.06553452471233 51.018192290150814)
24-00068540,2024-01-27 0:00,2024-02-06 0:00,2024-02-06 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HAY,HAYSBORO,Community Centrepoint,-114.0833402,50.97221484,POINT (-114.08334023954198 50.972214842335006)
24-00298159,2024-04-24 0:00,2024-04-24 0:00,2024-04-24 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,PEN,PENBROOKE MEADOWS,Community Centrepoint,-113.9476872,51.04585329,POINT (-113.94768720611339 51.0458532876399)
24-00296611,2024-04-24 0:00,2024-05-09 0:00,2024-05-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,RAN,RANCHLANDS,Community Centrepoint,-114.183647,51.11917908,POINT (-114.1836469813454 51.11917908233608)
24-00080696,2024-01-31 0:00,2024-01-31 0:00,2024-01-31 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MRT,MARTINDALE,Community Centrepoint,-113.9583871,51.11791373,POINT (-113.9583871171306 51.11791372594209)
24-00902028,2024-11-26 0:00,2025-01-13 0:00,2025-01-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BLN,BELTLINE,Community Centrepoint,-114.0551861,51.03743796,POINT (-114.05518608886146 51.037437963359764)
24-00300579,2024-04-25 0:00,2024-04-25 0:00,2024-04-25 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,WHL,WEST HILLHURST,Community Centrepoint,-114.1151585,51.05507951,POINT (-114.11515850909333 51.05507951363527)
24-00070680,2024-01-28 0:00,2024-01-28 0:00,2024-01-28 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,THO,THORNCLIFFE,Community Centrepoint,-114.0687804,51.10310303,POINT (-114.06878043292588 51.10310302976012)
24-00301857,2024-04-25 0:00,2024-04-25 0:00,2024-04-25 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00302883,2024-04-25 0:00,2024-04-25 0:00,2024-04-25 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,PEN,PENBROOKE MEADOWS,Community Centrepoint,-113.9476872,51.04585329,POINT (-113.94768720611339 51.0458532876399)
24-00308716,2024-04-28 0:00,2024-05-27 0:00,2024-05-27 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00310507,2024-04-29 0:00,2024-04-29 0:00,2024-04-29 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,AUB,AUBURN BAY,Community Centrepoint,-113.9577951,50.89269508,POINT (-113.95779514351926 50.89269507687)
24-00419681,2024-06-04 0:00,2024-07-03 0:00,2024-07-03 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HIL,HILLHURST,Community Centrepoint,-114.093646,51.05727753,POINT (-114.09364601408916 51.05727753172276)
24-00076463,2024-01-30 0:00,2024-05-30 0:00,2024-05-30 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,THO,THORNCLIFFE,Community Centrepoint,-114.0687804,51.10310303,POINT (-114.06878043292588 51.10310302976012)
24-00317519,2024-05-01 0:00,2024-05-01 0:00,2024-05-01 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SNA,SUNALTA,Community Centrepoint,-114.1014859,51.04295989,POINT (-114.10148594325165 51.04295989234576)
24-00304575,2024-04-26 0:00,2024-04-26 0:00,2024-04-26 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,DDG,DOUGLASDALE/GLEN,Community Centrepoint,-114.0119081,50.94844437,POINT (-114.01190805579242 50.94844437195182)
24-00507967,2024-06-28 0:00,2024-08-26 0:00,2024-08-26 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00519998,2024-07-03 0:00,2024-07-03 0:00,2024-07-03 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,GDL,GLENDALE,Community Centrepoint,-114.1527189,51.03337139,POINT (-114.15271889005692 51.033371391768654)
24-00507129,2024-06-28 0:00,2024-07-03 0:00,2024-07-03 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HUN,HUNTINGTON HILLS,Community Centrepoint,-114.0667086,51.11758075,POINT (-114.06670855606754 51.11758074798211)
24-00074715,2024-01-30 0:00,2024-01-30 0:00,2024-01-30 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,DNC,DOWNTOWN COMMERCIAL CORE,Community Centrepoint,-114.0695937,51.04727444,POINT (-114.06959371115288 51.047274435217574)
24-00078163,2024-01-31 0:00,2024-03-15 0:00,2024-03-15 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,06B,06B,Community Centrepoint,-114.230437,51.0781262,POINT (-114.2304370293117 51.078126196333656)
24-00079616,2024-01-31 0:00,2024-02-28 0:00,2024-02-28 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,DNC,DOWNTOWN COMMERCIAL CORE,Community Centrepoint,-114.0695937,51.04727444,POINT (-114.06959371115288 51.047274435217574)
24-00083593,2024-02-01 0:00,2024-02-01 0:00,2024-02-01 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HSD,HOMESTEAD,Community Centrepoint,-113.9165003,51.12162971,POINT (-113.91650032535958 51.121629709124846)
24-00306680,2024-04-27 0:00,2024-05-08 0:00,2024-05-08 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,AUB,AUBURN BAY,Community Centrepoint,-113.9577951,50.89269508,POINT (-113.95779514351926 50.89269507687)
24-00077643,2024-01-31 0:00,2024-01-31 0:00,2024-01-31 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,WAL,WALDEN,Community Centrepoint,-114.0326195,50.87040629,POINT (-114.03261949596039 50.870406291791525)
24-00078737,2024-01-31 0:00,2024-01-31 0:00,2024-01-31 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,MRL,MARLBOROUGH,Community Centrepoint,-113.9699877,51.05954228,POINT (-113.96998768840771 51.05954228117922)
24-00080642,2024-01-31 0:00,2024-05-10 0:00,2024-05-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,TEM,TEMPLE,Community Centrepoint,-113.9467677,51.08879459,POINT (-113.94676773665904 51.08879458506016)
24-00525580,2024-07-04 0:00,2024-07-04 0:00,2024-07-04 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CAP,CAPITOL HILL,Community Centrepoint,-114.0946312,51.07266528,POINT (-114.09463117970881 51.07266527843247)
24-00306753,2024-04-27 0:00,2024-04-27 0:00,2024-04-27 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,RID,RIDEAU PARK,Community Centrepoint,-114.0741618,51.02487577,POINT (-114.07416183074736 51.02487576913786)
24-00088004,2024-02-03 0:00,2024-04-02 0:00,2024-04-02 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,ERI,ERIN WOODS,Community Centrepoint,-113.9676688,51.02097628,POINT (-113.96766881721655 51.0209762755992)
24-00082525,2024-02-01 0:00,2024-02-01 0:00,2024-02-01 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,LEG,LEGACY,Community Centrepoint,-114.0059978,50.8576144,POINT (-114.00599781298918 50.85761440424294)
24-00084009,2024-02-01 0:00,2024-02-01 0:00,2024-02-01 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BRD,BRIDGELAND/RIVERSIDE,Community Centrepoint,-114.0350798,51.05055069,POINT (-114.03507983816583 51.05055069436678)
24-00082389,2024-02-01 0:00,2024-03-25 0:00,2024-03-25 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BVD,BELVEDERE,Community Centrepoint,-113.904983,51.03782747,POINT (-113.9049830348633 51.037827470246434)
24-00081284,2024-02-01 0:00,2024-02-01 0:00,2024-02-01 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BRE,BRENTWOOD,Community Centrepoint,-114.1359192,51.09606554,POINT (-114.1359191739885 51.09606553620387)
24-00526604,2024-07-05 0:00,2024-07-05 0:00,2024-07-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SHN,SHAWNESSY,Community Centrepoint,-114.0739762,50.90337303,POINT (-114.07397621253631 50.90337303171057)
24-00100312,2024-02-08 0:00,2024-03-14 0:00,2024-03-14 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,TUS,TUSCANY,Community Centrepoint,-114.2408862,51.12191109,POINT (-114.24088620535426 51.12191108762252)
24-00313698,2024-04-30 0:00,2024-04-30 0:00,2024-04-30 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00088877,2024-02-04 0:00,2024-02-04 0:00,2024-02-04 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BLM,BELMONT,Community Centrepoint,-114.05528,50.86872242,POINT (-114.05528001525201 50.86872241539764)
24-00089275,2024-02-04 0:00,2024-02-04 0:00,2024-02-04 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,COA,COACH HILL,Community Centrepoint,-114.1829796,51.05838583,POINT (-114.18297960518734 51.05838582508582)
24-00313968,2024-04-30 0:00,2024-04-30 0:00,2024-04-30 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,WIL,WILLOW PARK,Community Centrepoint,-114.0561955,50.9566238,POINT (-114.05619550452249 50.956623796172764)
24-00313803,2024-04-30 0:00,2024-04-30 0:00,2024-04-30 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,WIL,WILLOW PARK,Community Centrepoint,-114.0561955,50.9566238,POINT (-114.05619550452249 50.956623796172764)
24-00088528,2024-02-04 0:00,2024-02-04 0:00,2024-02-04 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MNI,MANCHESTER INDUSTRIAL,Community Centrepoint,-114.0572225,51.01325599,POINT (-114.05722246720464 51.013255989792455)
24-00950163,2024-12-15 0:00,2024-12-16 0:00,2024-12-16 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,11B,11B,Community Centrepoint,-114.1644974,50.98687965,POINT (-114.16449743980093 50.986879650547635)
24-00313573,2024-04-30 0:00,2024-04-30 0:00,2024-04-30 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,DRG,DEER RIDGE,Community Centrepoint,-114.020234,50.92657387,POINT (-114.02023404987288 50.926573869162)
24-00324536,2024-05-03 0:00,2024-05-03 0:00,2024-05-03 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,VIS,VISTA HEIGHTS,Community Centrepoint,-114.0177052,51.07193318,POINT (-114.01770522719029 51.07193318391342)
24-00089114,2024-02-04 0:00,2024-02-04 0:00,2024-02-04 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CHR,CHRISTIE PARK,Community Centrepoint,-114.1760176,51.04079953,POINT (-114.17601756827449 51.04079952918998)
24-00317078,2024-04-30 0:00,2024-04-30 0:00,2024-04-30 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,FHT,FOREST HEIGHTS,Community Centrepoint,-113.9687579,51.04924315,POINT (-113.96875793277411 51.04924314811072)
24-00314147,2024-04-30 0:00,2024-04-30 0:00,2024-04-30 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,PEN,PENBROOKE MEADOWS,Community Centrepoint,-113.9476872,51.04585329,POINT (-113.94768720611339 51.0458532876399)
24-00319458,2024-05-01 0:00,2024-05-01 0:00,2024-05-01 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,12A,12A,Community Centrepoint,-113.8932142,50.96505615,POINT (-113.89321420700477 50.96505615111287)
24-00319801,2024-05-01 0:00,2024-05-01 0:00,2024-05-01 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,PKD,PARKDALE,Community Centrepoint,-114.1353333,51.05994755,POINT (-114.1353332568928 51.05994755064559)
24-00319829,2024-05-01 0:00,2024-05-01 0:00,2024-05-01 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SIL,SILVER SPRINGS,Community Centrepoint,-114.1962818,51.10427454,POINT (-114.19628181361762 51.10427454305881)
24-00327179,2024-05-03 0:00,2024-05-03 0:00,2024-05-03 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SIL,SILVER SPRINGS,Community Centrepoint,-114.1962818,51.10427454,POINT (-114.19628181361762 51.10427454305881)
24-00088497,2024-02-03 0:00,2024-02-06 0:00,2024-02-06 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,LEG,LEGACY,Community Centrepoint,-114.0059978,50.8576144,POINT (-114.00599781298918 50.85761440424294)
24-00095805,2024-02-06 0:00,2024-03-18 0:00,2024-03-18 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,GLA,GLAMORGAN,Community Centrepoint,-114.1532273,51.0151168,POINT (-114.15322733577929 51.015116803501925)
24-00546193,2024-07-11 0:00,2024-07-11 0:00,2024-07-11 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,MON,MONTGOMERY,Community Centrepoint,-114.1622482,51.07107614,POINT (-114.16224821352257 51.071076143066776)
24-00323551,2024-05-02 0:00,2024-05-02 0:00,2024-05-02 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,PIN,PINERIDGE,Community Centrepoint,-113.946765,51.07425976,POINT (-113.94676495577161 51.074259757631374)
24-00096144,2024-02-07 0:00,2024-02-07 0:00,2024-02-07 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,APP,APPLEWOOD PARK,Community Centrepoint,-113.9278103,51.04487483,POINT (-113.92781025877834 51.0448748321394)
24-00324286,2024-05-02 0:00,2024-05-02 0:00,2024-05-02 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,TAR,TARADALE,Community Centrepoint,-113.9340021,51.11794016,POINT (-113.93400207797254 51.11794016304313)
24-00323859,2024-05-02 0:00,2024-05-02 0:00,2024-05-02 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ALT,ALTADORE,Community Centrepoint,-114.1007824,51.01595412,POINT (-114.10078239468564 51.015954118298694)
24-00099862,2024-02-08 0:00,2024-02-08 0:00,2024-02-08 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,UOC,UNIVERSITY OF CALGARY,Community Centrepoint,-114.1299338,51.07502079,POINT (-114.12993378392255 51.075020786453926)
24-00538341,2024-07-09 0:00,2024-07-09 0:00,2024-07-09 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,STR,STRATHCONA PARK,Community Centrepoint,-114.1775868,51.04741014,POINT (-114.17758676157283 51.047410137464645)
24-00100258,2024-02-08 0:00,2024-04-05 0:00,2024-04-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MPL,MAPLE RIDGE,Community Centrepoint,-114.034689,50.95763758,POINT (-114.0346890274 50.957637582999936)
24-00532979,2024-07-07 0:00,2024-07-09 0:00,2024-07-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SOM,SOMERSET,Community Centrepoint,-114.0813755,50.89890418,POINT (-114.08137551622758 50.89890417640629)
24-00339287,2024-05-08 0:00,2024-05-08 0:00,2024-05-08 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,PAN,PANORAMA HILLS,Community Centrepoint,-114.0880634,51.15971101,POINT (-114.08806340626336 51.15971101107547)
24-00724522,2024-09-12 0:00,2024-09-16 0:00,2024-09-16 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MON,MONTGOMERY,Community Centrepoint,-114.1622482,51.07107614,POINT (-114.16224821352257 51.071076143066776)
24-00099967,2024-02-08 0:00,2024-02-08 0:00,2024-02-08 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BRE,BRENTWOOD,Community Centrepoint,-114.1359192,51.09606554,POINT (-114.1359191739885 51.09606553620387)
24-00100879,2024-02-08 0:00,2024-04-02 0:00,2024-04-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,AUB,AUBURN BAY,Community Centrepoint,-113.9577951,50.89269508,POINT (-113.95779514351926 50.89269507687)
24-00685474,2024-08-30 0:00,2024-08-30 0:00,2024-08-30 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MER,MERIDIAN,Community Centrepoint,-113.9965175,51.05658358,POINT (-113.99651752174083 51.0565835816587)
24-00538742,2024-07-09 0:00,2024-07-09 0:00,2024-07-09 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MRL,MARLBOROUGH,Community Centrepoint,-113.9699877,51.05954228,POINT (-113.96998768840771 51.05954228117922)
24-00332004,2024-05-06 0:00,2024-05-06 0:00,2024-05-06 0:00,Closed,Phone,Roads - Streetlight Damage,OS - Mobility,,RIC,RICHMOND,Community Centrepoint,-114.1184203,51.02971029,POINT (-114.11842028929458 51.02971029482691)
24-00541279,2024-07-10 0:00,2024-07-10 0:00,2024-07-10 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,GRV,GREENVIEW,Community Centrepoint,-114.0574699,51.09485614,POINT (-114.05746990262463 51.09485613506574)
24-00327370,2024-05-04 0:00,2024-05-04 0:00,2024-05-04 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ACA,ACADIA,Community Centrepoint,-114.053696,50.97241507,POINT (-114.05369601618155 50.97241507334731)
24-00327519,2024-05-04 0:00,2024-05-04 0:00,2024-05-04 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ROY,ROYAL OAK,Community Centrepoint,-114.2197619,51.14266073,POINT (-114.21976187387784 51.142660730912894)
24-00551638,2024-07-13 0:00,2024-07-13 0:00,2024-07-13 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,PEN,PENBROOKE MEADOWS,Community Centrepoint,-113.9476872,51.04585329,POINT (-113.94768720611339 51.0458532876399)
24-00552113,2024-07-13 0:00,2024-07-13 0:00,2024-07-13 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,TUS,TUSCANY,Community Centrepoint,-114.2408862,51.12191109,POINT (-114.24088620535426 51.12191108762252)
24-00113213,2024-02-14 0:00,2024-02-14 0:00,2024-02-14 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,DNC,DOWNTOWN COMMERCIAL CORE,Community Centrepoint,-114.0695937,51.04727444,POINT (-114.06959371115288 51.047274435217574)
24-00106100,2024-02-10 0:00,2024-02-10 0:00,2024-02-10 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CNS,CORNERSTONE,Community Centrepoint,-113.9305705,51.15735997,POINT (-113.93057052562796 51.157359967042765)
24-00106321,2024-02-11 0:00,2024-03-20 0:00,2024-03-20 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,UMR,UPPER MOUNT ROYAL,Community Centrepoint,-114.0850257,51.02997368,POINT (-114.0850256868341 51.02997367628775)
24-00332119,2024-05-06 0:00,2024-05-06 0:00,2024-05-06 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ACA,ACADIA,Community Centrepoint,-114.053696,50.97241507,POINT (-114.05369601618155 50.97241507334731)
24-00106155,2024-02-11 0:00,2024-03-04 0:00,2024-03-04 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BED,BEDDINGTON HEIGHTS,Community Centrepoint,-114.0849111,51.13164399,POINT (-114.08491114080483 51.13164398532214)
