service_request_id,requested_date,closed_date,Days _to _Resolve,Response_Catergory,Priority_Score,is_slow,source,comm_code,comm_name,longitude,latitude
24-00400790,2024-05-29,2024-06-25,27,Over 2 Weeks,1,1,Other,HAY,HAYSBORO,-114.0833402,50.97221484
24-00233085,2024-04-02,2024-04-02,0,Same Day,5,0,Phone,RAN,RANCHLANDS,-114.183647,51.11917908
24-00330404,2024-05-05,2024-05-30,25,Over 2 Weeks,1,1,Other,UMR,UPPER MOUNT ROYAL,-114.0850257,51.02997368
24-00336584,2024-05-07,2024-05-30,23,Over 2 Weeks,1,1,Other,SOC,SOUTH CALGARY,-114.1020747,51.02680215
24-00406382,2024-05-31,2024-07-12,42,Over 2 Weeks,1,1,Other,HUN,HUNTINGTON HILLS,-114.0667086,51.11758075
24-00277374,2024-04-17,2024-06-17,61,Over 2 Weeks,1,1,Phone,EAU,EAU CLAIRE,-114.0728218,51.05360699
24-00408868,2024-05-31,2024-06-24,24,Over 2 Weeks,1,1,Other,WOO,WOODLANDS,-114.1061596,50.94112398
24-00241442,2024-04-05,2024-04-05,0,Same Day,5,0,App,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00217581,2024-03-26,2024-04-05,10,2 Weeks,2,1,Phone,NGM,NORTH GLENMORE PARK,-114.1122561,51.00142837
24-00250318,2024-04-08,2024-04-08,0,Same Day,5,0,App,CGR,COUGAR RIDGE,-114.2094038,51.07188085
24-00245518,2024-04-06,2024-04-06,0,Same Day,5,0,App,WGT,WESTGATE,-114.1585939,51.04417785
24-00245397,2024-04-06,2024-04-06,0,Same Day,5,0,Other,EVN,EVANSTON,-114.1124511,51.17108484
24-00411790,2024-06-02,2024-06-02,0,Same Day,5,0,App,EPK,ELBOW PARK,-114.0838053,51.02134304
24-00411453,2024-06-02,2024-06-02,0,Same Day,5,0,App,DNC,DOWNTOWN COMMERCIAL CORE,-114.0695937,51.04727444
24-00244169,2024-04-06,2024-04-09,3,2-3 Days,4,0,Phone,THO,THORNCLIFFE,-114.0687804,51.10310303
24-00253079,2024-04-09,2024-05-27,48,Over 2 Weeks,1,1,Other,DNW,DOWNTOWN WEST END,-114.0877794,51.04796914
24-00254107,2024-04-09,2024-05-22,43,Over 2 Weeks,1,1,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00435051,2024-06-08,2024-06-08,0,Same Day,5,0,Other,ERL,ERLTON,-114.0631465,51.02633379
24-00413818,2024-06-03,2024-06-03,0,Same Day,5,0,App,CSC,CITYSCAPE,-113.961258,51.14703156
24-00251831,2024-04-09,2024-04-09,0,Same Day,5,0,Other,SGH,SAGE HILL,-114.1406861,51.17561697
24-00254643,2024-04-10,2024-04-10,0,Same Day,5,0,Other,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,-114.1057298,51.06317954
24-00232596,2024-04-02,2024-04-10,8,2 Weeks,2,1,Phone,LKB,LAKE BONAVISTA,-114.0512956,50.939599
24-00240094,2024-04-04,2024-04-10,6,1 Week,3,0,Other,MID,MIDNAPORE,-114.0574843,50.91560246
24-00257638,2024-04-10,2024-04-10,0,Same Day,5,0,App,NPK,NOSE HILL PARK,-114.110691,51.11127714
24-00257612,2024-04-10,2024-04-10,0,Same Day,5,0,Other,GRI,GREENVIEW INDUSTRIAL PARK,-114.0490587,51.0865182
24-00411830,2024-06-02,2024-06-03,1,1 Day,5,0,Other,CAP,CAPITOL HILL,-114.0946312,51.07266528
24-00228460,2024-04-01,2024-06-04,64,Over 2 Weeks,1,1,Other,DNC,DOWNTOWN COMMERCIAL CORE,-114.0695937,51.04727444
24-00211185,2024-03-24,2024-06-25,93,Over 2 Weeks,1,1,Other,PAL,PALLISER,-114.1121589,50.96676703
24-00258851,2024-04-11,2024-04-11,0,Same Day,5,0,Phone,MNI,MANCHESTER INDUSTRIAL,-114.0572225,51.01325599
24-00261824,2024-04-11,2024-04-11,0,Same Day,5,0,App,OAK,OAKRIDGE,-114.129614,50.9696628
24-00258476,2024-04-11,2024-04-29,18,Over 2 Weeks,1,1,App,DNC,DOWNTOWN COMMERCIAL CORE,-114.0695937,51.04727444
24-00258925,2024-04-11,2024-05-06,25,Over 2 Weeks,1,1,Phone,MCK,MCKENZIE LAKE,-113.9881872,50.91486638
24-00262225,2024-04-12,2024-05-15,33,Over 2 Weeks,1,1,Phone,CAP,CAPITOL HILL,-114.0946312,51.07266528
24-00276628,2024-04-17,2024-05-14,27,Over 2 Weeks,1,1,Other,CAN,CANYON MEADOWS,-114.0820063,50.94095721
24-00420998,2024-06-05,2024-06-05,0,Same Day,5,0,Other,YKV,YORKVILLE,-114.0823248,50.8703514
24-00421676,2024-06-05,2024-06-05,0,Same Day,5,0,Other,ALP,ALPINE PARK,-114.1470153,50.9170433
24-00423393,2024-06-05,2024-06-05,0,Same Day,5,0,Other,RAN,RANCHLANDS,-114.183647,51.11917908
24-00423697,2024-06-05,2024-06-05,0,Same Day,5,0,Other,GLA,GLAMORGAN,-114.1532273,51.0151168
24-00280640,2024-04-18,2024-05-08,20,Over 2 Weeks,1,1,Other,WHL,WEST HILLHURST,-114.1151585,51.05507951
24-00266080,2024-04-13,2024-04-13,0,Same Day,5,0,App,WHL,WEST HILLHURST,-114.1151585,51.05507951
24-00267418,2024-04-14,2024-04-14,0,Same Day,5,0,Phone,COV,COVENTRY HILLS,-114.0531434,51.16490633
24-00268071,2024-04-14,2024-04-14,0,Same Day,5,0,Other,BRA,BRAESIDE,-114.1063659,50.95600269
24-00267820,2024-04-14,2024-04-14,0,Same Day,5,0,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00425039,2024-06-06,2024-06-25,19,Over 2 Weeks,1,1,Other,ACA,ACADIA,-114.053696,50.97241507
24-00425517,2024-06-06,2024-06-06,0,Same Day,5,0,Other,MCK,MCKENZIE LAKE,-113.9881872,50.91486638
24-00426282,2024-06-06,2024-06-06,0,Same Day,5,0,Other,EDG,EDGEMONT,-114.1439532,51.12458785
24-00420869,2024-06-04,2024-06-10,6,1 Week,3,0,Other,COU,COUNTRY HILLS,-114.0798938,51.14377568
24-00398831,2024-05-29,2024-06-10,12,2 Weeks,2,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00153340,2024-03-01,2024-04-08,38,Over 2 Weeks,1,1,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00431066,2024-06-07,2024-06-07,0,Same Day,5,0,Other,EPK,ELBOW PARK,-114.0838053,51.02134304
24-00433746,2024-06-08,2024-06-08,0,Same Day,5,0,Other,EPK,ELBOW PARK,-114.0838053,51.02134304
24-00435718,2024-06-08,2024-06-08,0,Same Day,5,0,Other,RUN,RUNDLE,-113.9700581,51.07423997
24-00301596,2024-04-25,2024-06-17,53,Over 2 Weeks,1,1,Phone,LIV,LIVINGSTON,-114.0655067,51.18550406
24-00403401,2024-05-30,2024-06-10,11,2 Weeks,2,1,Other,NHV,NORTH HAVEN,-114.0894206,51.09594155
24-00400668,2024-05-29,2024-06-10,12,2 Weeks,2,1,Other,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00291183,2024-04-22,2024-06-10,49,Over 2 Weeks,1,1,Other,COA,COACH HILL,-114.1829796,51.05838583
24-00440977,2024-06-10,2024-06-10,0,Same Day,5,0,App,LKB,LAKE BONAVISTA,-114.0512956,50.939599
24-00436683,2024-06-09,2024-06-11,2,2-3 Days,4,0,App,CSC,CITYSCAPE,-113.961258,51.14703156
24-00446665,2024-06-11,2024-06-11,0,Same Day,5,0,Other,FLN,FOREST LAWN,-113.9700019,51.03784805
24-00444637,2024-06-11,2024-06-20,9,2 Weeks,2,1,Other,DAL,DALHOUSIE,-114.1581554,51.10940994
24-00444194,2024-06-11,2024-06-17,6,1 Week,3,0,Other,BYV,BAYVIEW,-114.1139643,50.97463476
24-00468858,2024-06-17,2024-06-25,8,2 Weeks,2,1,Other,MER,MERIDIAN,-113.9965175,51.05658358
24-00466768,2024-06-17,2024-06-25,8,2 Weeks,2,1,Other,MER,MERIDIAN,-113.9965175,51.05658358
24-00384647,2024-05-24,2024-06-17,24,Over 2 Weeks,1,1,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00468996,2024-06-18,2024-06-18,0,Same Day,5,0,Other,SHW,SHERWOOD,-114.1520001,51.15999092
24-00471682,2024-06-18,2024-06-18,0,Same Day,5,0,Other,SHW,SHERWOOD,-114.1520001,51.15999092
24-00451569,2024-06-12,2024-06-12,0,Same Day,5,0,App,MAC,MACEWAN GLEN,-114.1152135,51.13771904
24-00451866,2024-06-12,2024-07-29,47,Over 2 Weeks,1,1,Other,PAL,PALLISER,-114.1121589,50.96676703
24-00451939,2024-06-12,2024-06-13,1,1 Day,5,0,Other,RIV,RIVERBEND,-114.0184303,50.97601886
24-00454120,2024-06-13,2024-06-13,0,Same Day,5,0,Other,HKS,HOTCHKISS,-113.8962495,50.91419352
24-00457516,2024-06-14,2024-06-14,0,Same Day,5,0,Other,CRE,CRESCENT HEIGHTS,-114.0616132,51.05949595
24-00462241,2024-06-15,2024-08-08,54,Over 2 Weeks,1,1,Other,SCA,SCARBORO,-114.1071798,51.04076553
24-00457520,2024-06-14,2024-07-08,24,Over 2 Weeks,1,1,Other,EPK,ELBOW PARK,-114.0838053,51.02134304
24-00482350,2024-06-21,2024-06-24,3,2-3 Days,4,0,Phone,MOP,MOUNT PLEASANT,-114.07603,51.07423791
24-00862290,2024-11-08,2024-11-12,4,1 Week,3,0,Other,GDL,GLENDALE,-114.1527189,51.03337139
24-00843111,2024-10-31,2024-11-01,1,1 Day,5,0,App,MNI,MANCHESTER INDUSTRIAL,-114.0572225,51.01325599
24-00973528,2024-12-28,2024-12-28,0,Same Day,5,0,Other,BED,BEDDINGTON HEIGHTS,-114.0849111,51.13164399
24-00566198,2024-07-18,2024-07-18,0,Same Day,5,0,Other,ABB,ABBEYDALE,-113.9278039,51.05941501
24-00700986,2024-09-04,2024-09-04,0,Same Day,5,0,Other,DRG,DEER RIDGE,-114.020234,50.92657387
24-00878077,2024-11-15,2024-11-15,0,Same Day,5,0,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00679854,2024-08-28,2024-09-09,12,2 Weeks,2,1,Other,LMR,LOWER MOUNT ROYAL,-114.0864994,51.0365032
24-00686081,2024-08-30,2024-08-30,0,Same Day,5,0,Other,ALT,ALTADORE,-114.1007824,51.01595412
24-00738223,2024-09-18,2024-11-07,50,Over 2 Weeks,1,1,Other,13I,13I,-114.099428,50.89274984
24-00738546,2024-09-18,2024-10-22,34,Over 2 Weeks,1,1,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00738631,2024-09-18,2024-10-23,35,Over 2 Weeks,1,1,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00739808,2024-09-18,2024-09-18,0,Same Day,5,0,Other,BED,BEDDINGTON HEIGHTS,-114.0849111,51.13164399
24-00297168,2024-04-24,2024-07-24,91,Over 2 Weeks,1,1,Other,N/A,N/A,,
24-00701389,2024-09-05,2024-09-05,0,Same Day,5,0,App,TUS,TUSCANY,-114.2408862,51.12191109
24-00556700,2024-07-15,2024-07-19,4,1 Week,3,0,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00701580,2024-09-05,2024-09-05,0,Same Day,5,0,App,MCK,MCKENZIE LAKE,-113.9881872,50.91486638
24-00567326,2024-07-18,2024-07-19,1,1 Day,5,0,App,SET,SETON,-113.9479312,50.87415766
24-00688600,2024-08-31,2024-08-31,0,Same Day,5,0,Other,BNK,BANKVIEW,-114.1004832,51.03412753
24-00492959,2024-06-24,2024-07-19,25,Over 2 Weeks,1,1,Other,BRA,BRAESIDE,-114.1063659,50.95600269
24-00569044,2024-07-19,2024-07-19,0,Same Day,5,0,Other,HUN,HUNTINGTON HILLS,-114.0667086,51.11758075
24-00310965,2024-04-29,2024-09-25,149,Over 2 Weeks,1,1,Other,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,-114.1057298,51.06317954
24-00743353,2024-09-19,2024-09-19,0,Same Day,5,0,Other,CHW,CHARLESWOOD,-114.1122123,51.09008805
24-00492937,2024-06-24,2024-07-19,25,Over 2 Weeks,1,1,Other,BRA,BRAESIDE,-114.1063659,50.95600269
24-00562472,2024-07-17,2024-07-19,2,2-3 Days,4,0,Other,DAL,DALHOUSIE,-114.1581554,51.10940994
24-00879251,2024-11-16,2024-11-16,0,Same Day,5,0,Other,02F,02F,-114.1751203,51.15976354
24-00879298,2024-11-17,2024-11-17,0,Same Day,5,0,Other,HAW,HAWKWOOD,-114.1756154,51.1309781
24-00879938,2024-11-17,2025-01-06,50,Over 2 Weeks,1,1,Other,SSD,SUNNYSIDE,-114.0790291,51.05641953
24-00876812,2024-11-15,2024-11-18,3,2-3 Days,4,0,Other,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00689950,2024-09-01,2024-09-01,0,Same Day,5,0,Other,SHS,SHAWNEE SLOPES,-114.0858021,50.92618813
24-00690901,2024-09-01,2024-09-01,0,Same Day,5,0,App,SNA,SUNALTA,-114.1014859,51.04295989
24-00690639,2024-09-01,2024-09-01,0,Same Day,5,0,Other,KIN,KINGSLAND,-114.0773588,50.98697675
24-00692857,2024-09-02,2024-09-02,0,Same Day,5,0,App,WSP,WEST SPRINGS,-114.2066863,51.05977297
24-00572286,2024-07-20,2024-07-20,0,Same Day,5,0,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00572373,2024-07-20,2024-07-20,0,Same Day,5,0,Other,ALT,ALTADORE,-114.1007824,51.01595412
24-00744681,2024-09-20,2024-10-28,38,Over 2 Weeks,1,1,Other,WIL,WILLOW PARK,-114.0561955,50.9566238
24-00744297,2024-09-20,2024-09-20,0,Same Day,5,0,Other,MCI,MCCALL,-114.0270867,51.08899754
24-00662263,2024-08-21,2024-09-20,30,Over 2 Weeks,1,1,Other,MRL,MARLBOROUGH,-113.9699877,51.05954228
24-00758789,2024-09-26,2024-09-26,0,Same Day,5,0,Other,DRN,DEER RUN,-114.0090877,50.92513239
24-00759333,2024-09-26,2024-09-26,0,Same Day,5,0,Other,ASP,ASPEN WOODS,-114.2083866,51.04521538
24-00746166,2024-09-21,2024-10-10,19,Over 2 Weeks,1,1,Other,BNF,BANFF TRAIL,-114.1151284,51.07421633
24-00679868,2024-08-28,2025-02-05,161,Over 2 Weeks,1,1,Other,LMR,LOWER MOUNT ROYAL,-114.0864994,51.0365032
24-00747388,2024-09-21,2024-09-21,0,Same Day,5,0,App,MCT,MCKENZIE TOWNE,-113.961353,50.91714876
24-00573433,2024-07-21,2024-07-21,0,Same Day,5,0,Other,CIA,CALGARY INTERNATIONAL AIRPORT,-114.0117167,51.12355645
24-00574224,2024-07-21,2024-07-21,0,Same Day,5,0,Other,DBC,DEERFOOT BUSINESS CENTRE,-114.0383269,51.11209775
24-00692711,2024-09-02,2024-09-02,0,Same Day,5,0,App,WSP,WEST SPRINGS,-114.2066863,51.05977297
24-00692972,2024-09-02,2024-09-02,0,Same Day,5,0,Other,TUS,TUSCANY,-114.2408862,51.12191109
24-00697356,2024-09-03,2024-09-03,0,Same Day,5,0,Other,RUN,RUNDLE,-113.9700581,51.07423997
24-00691561,2024-09-02,2024-09-16,14,2 Weeks,2,1,Other,MON,MONTGOMERY,-114.1622482,51.07107614
24-00880473,2024-11-18,2024-12-03,15,Over 2 Weeks,1,1,Other,SHG,SHAGANAPPI,-114.1266523,51.04521136
24-00881078,2024-11-18,2024-11-18,0,Same Day,5,0,Other,COR,CORAL SPRINGS,-113.9269485,51.10335277
24-00864495,2024-11-10,2024-11-18,8,2 Weeks,2,1,Other,SGH,SAGE HILL,-114.1406861,51.17561697
24-00865226,2024-11-11,2024-11-18,7,1 Week,3,0,Other,MON,MONTGOMERY,-114.1622482,51.07107614
24-00867329,2024-11-12,2025-01-02,51,Over 2 Weeks,1,1,Other,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00881334,2024-11-18,2024-12-05,17,Over 2 Weeks,1,1,Other,ACA,ACADIA,-114.053696,50.97241507
24-00748689,2024-09-22,2024-09-22,0,Same Day,5,0,Other,SOW,SOUTHWOOD,-114.0831943,50.95775881
24-00881935,2024-11-18,2024-11-27,9,2 Weeks,2,1,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00882160,2024-11-18,2024-11-18,0,Same Day,5,0,App,MPK,MARLBOROUGH PARK,-113.9467171,51.0596885
24-00693489,2024-09-03,2024-09-03,0,Same Day,5,0,App,UNI,UNIVERSITY HEIGHTS,-114.1330866,51.07040418
24-00696181,2024-09-03,2024-10-21,48,Over 2 Weeks,1,1,Other,THO,THORNCLIFFE,-114.068781,51.10310501
24-00750180,2024-09-23,2024-09-23,0,Same Day,5,0,Other,MCT,MCKENZIE TOWNE,-113.961353,50.91714876
24-00750444,2024-09-23,2024-10-09,16,Over 2 Weeks,1,1,Other,LKB,LAKE BONAVISTA,-114.0512956,50.939599
24-00697364,2024-09-03,2024-09-03,0,Same Day,5,0,Other,PIN,PINERIDGE,-113.946765,51.07425976
24-00576967,2024-07-22,2024-08-02,11,2 Weeks,2,1,Other,STR,STRATHCONA PARK,-114.1775868,51.04741014
24-00566288,2024-07-18,2024-07-22,4,1 Week,3,0,Other,SET,SETON,-113.9479312,50.87415766
24-00576730,2024-07-22,2024-07-22,0,Same Day,5,0,Other,SNA,SUNALTA,-114.1014859,51.04295989
24-00701256,2024-09-05,2024-10-10,35,Over 2 Weeks,1,1,Other,UND,UNIVERSITY DISTRICT,-114.1449648,51.07385412
24-00757543,2024-09-25,2024-10-02,7,1 Week,3,0,Other,SGH,SAGE HILL,-114.1406861,51.17561697
24-00705277,2024-09-06,2024-09-16,10,2 Weeks,2,1,Other,SIL,SILVER SPRINGS,-114.1962818,51.10427454
24-00705266,2024-09-06,2024-09-06,0,Same Day,5,0,Other,HAR,HARVEST HILLS,-114.052778,51.14767759
24-00567842,2024-07-18,2024-07-22,4,1 Week,3,0,Other,HKS,HOTCHKISS,-113.8962495,50.91419352
24-00577773,2024-07-22,2024-07-22,0,Same Day,5,0,Other,COL,COLLINGWOOD,-114.1024036,51.08350991
24-00694550,2024-09-03,2024-10-02,29,Over 2 Weeks,1,1,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00504125,2024-06-27,2024-07-23,26,Over 2 Weeks,1,1,Other,NGM,NORTH GLENMORE PARK,-114.1122561,51.00142837
24-00572400,2024-07-20,2024-07-23,3,2-3 Days,4,0,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00496195,2024-06-25,2024-07-23,28,Over 2 Weeks,1,1,Other,GLA,GLAMORGAN,-114.1532273,51.0151168
24-00501748,2024-06-27,2024-07-23,26,Over 2 Weeks,1,1,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00476542,2024-06-19,2024-07-23,34,Over 2 Weeks,1,1,Other,WGT,WESTGATE,-114.1585939,51.04417785
24-00503790,2024-06-27,2024-07-23,26,Over 2 Weeks,1,1,Other,CAN,CANYON MEADOWS,-114.0820063,50.94095721
24-00516200,2024-07-02,2024-07-23,21,Over 2 Weeks,1,1,Other,PAL,PALLISER,-114.1121589,50.96676703
24-00517331,2024-07-02,2024-07-23,21,Over 2 Weeks,1,1,Other,BOW,BOWNESS,-114.1883885,51.08334629
24-00680024,2024-08-28,2024-09-04,7,1 Week,3,0,Other,BEL,BEL-AIRE,-114.0889343,50.99944255
24-00700471,2024-09-04,2024-09-04,0,Same Day,5,0,Other,ACA,ACADIA,-114.053696,50.97241507
24-00748724,2024-09-23,2024-09-23,0,Same Day,5,0,Other,MLR,MILLRISE,-114.0849141,50.91705537
24-00733884,2024-09-16,2024-09-23,7,1 Week,3,0,Other,SOW,SOUTHWOOD,-114.0831943,50.95775881
24-00751747,2024-09-23,2024-09-23,0,Same Day,5,0,Other,TAR,TARADALE,-113.9340021,51.11794016
24-00958340,2024-12-19,2025-01-22,34,Over 2 Weeks,1,1,Other,EVN,EVANSTON,-114.1124511,51.17108484
24-00754904,2024-09-24,2024-09-24,0,Same Day,5,0,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00695587,2024-09-03,2024-09-05,2,2-3 Days,4,0,Other,COA,COACH HILL,-114.1829796,51.05838583
24-00699997,2024-09-04,2024-09-05,1,1 Day,5,0,Other,WBN,WOODBINE,-114.1296282,50.94023326
24-00702570,2024-09-05,2024-09-05,0,Same Day,5,0,Other,GAW,GARRISON WOODS,-114.1136145,51.01717823
24-00582592,2024-07-23,2024-07-24,1,1 Day,5,0,App,GLR,GLACIER RIDGE,-114.1681928,51.19042039
24-00584854,2024-07-24,2024-07-24,0,Same Day,5,0,App,OAK,OAKRIDGE,-114.129614,50.9696628
24-00530506,2024-07-06,2024-07-24,18,Over 2 Weeks,1,1,Other,WGT,WESTGATE,-114.1585939,51.04417785
24-00883693,2024-11-19,2024-12-05,16,Over 2 Weeks,1,1,Other,MAH,MAHOGANY,-113.9246339,50.89594392
24-00883938,2024-11-19,2024-11-19,0,Same Day,5,0,Other,PAN,PANORAMA HILLS,-114.0880634,51.15971101
24-00883865,2024-11-19,2025-01-06,48,Over 2 Weeks,1,1,Other,EAU,EAU CLAIRE,-114.0728218,51.05360699
24-00884448,2024-11-19,2024-11-29,10,2 Weeks,2,1,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00884607,2024-11-19,2024-12-09,20,Over 2 Weeks,1,1,Other,WIN,WINSTON HEIGHTS/MOUNTVIEW,-114.0418487,51.0752988
24-00414164,2024-06-03,2024-07-24,51,Over 2 Weeks,1,1,Other,DNE,DOWNTOWN EAST VILLAGE,-114.0508479,51.04709033
24-00423593,2024-06-05,2024-07-24,49,Over 2 Weeks,1,1,Other,MRL,MARLBOROUGH,-113.9699877,51.05954228
24-00586133,2024-07-24,2024-07-24,0,Same Day,5,0,Other,CHA,CHAPARRAL,-114.0256688,50.88467246
24-00586023,2024-07-24,2024-07-24,0,Same Day,5,0,Other,LPK,LINCOLN PARK,-114.1299919,51.01027374
24-00753149,2024-09-24,2024-09-25,1,1 Day,5,0,Other,SIL,SILVER SPRINGS,-114.1962818,51.10427454
24-00755122,2024-09-24,2024-09-25,1,1 Day,5,0,Other,RIC,RICHMOND,-114.1184203,51.02971029
24-00741568,2024-09-19,2024-09-25,6,1 Week,3,0,Other,PAN,PANORAMA HILLS,-114.0880634,51.15971101
24-00704918,2024-09-05,2024-09-06,1,1 Day,5,0,App,CNS,CORNERSTONE,-113.9305705,51.15735997
24-00757858,2024-09-25,2024-09-25,0,Same Day,5,0,App,HPK,HIGHLAND PARK,-114.0620558,51.08801818
24-00768542,2024-10-01,2024-10-24,23,Over 2 Weeks,1,1,Other,OGD,OGDEN,-114.0124423,50.99187834
24-00718105,2024-09-10,2024-09-10,0,Same Day,5,0,App,BLN,BELTLINE,-114.0551861,51.03743796
24-00768001,2024-10-01,2024-10-09,8,2 Weeks,2,1,Other,MCT,MCKENZIE TOWNE,-113.961353,50.91714876
24-00758302,2024-09-26,2024-09-26,0,Same Day,5,0,Other,TUS,TUSCANY,-114.2408862,51.12191109
24-00759008,2024-09-26,2024-09-26,0,Same Day,5,0,Other,SDC,SUNDANCE,-114.0421257,50.90180437
24-00759262,2024-09-26,2024-09-26,0,Same Day,5,0,Other,MCK,MCKENZIE LAKE,-113.9881872,50.91486638
24-00759278,2024-09-26,2024-09-26,0,Same Day,5,0,Other,CHW,CHARLESWOOD,-114.1122123,51.09008805
24-00759971,2024-09-26,2024-09-26,0,Same Day,5,0,Other,MCK,MCKENZIE LAKE,-113.9881872,50.91486638
24-00760492,2024-09-26,2024-09-26,0,Same Day,5,0,Other,MPL,MAPLE RIDGE,-114.034689,50.95763758
24-00590292,2024-07-26,2024-08-27,32,Over 2 Weeks,1,1,Other,BOW,BOWNESS,-114.1883885,51.08334629
24-00762674,2024-09-27,2024-09-27,0,Same Day,5,0,App,GAW,GARRISON WOODS,-114.1136145,51.01717823
24-00762978,2024-09-27,2024-09-27,0,Same Day,5,0,Other,DNC,DOWNTOWN COMMERCIAL CORE,-114.0695937,51.04727444
24-00764754,2024-09-28,2024-09-28,0,Same Day,5,0,Other,SGH,SAGE HILL,-114.1406861,51.17561697
24-00881547,2024-11-18,2024-11-20,2,2-3 Days,4,0,App,SIG,SIGNAL HILL,-114.179907,51.02326017
24-00592841,2024-07-27,2024-07-27,0,Same Day,5,0,App,ING,INGLEWOOD,-114.0191258,51.03414052
24-00774835,2024-10-02,2024-10-02,0,Same Day,5,0,Other,MID,MIDNAPORE,-114.0574843,50.91560246
24-00889805,2024-11-21,2025-01-06,46,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00776983,2024-10-03,2025-07-22,292,Over 2 Weeks,1,1,Other,DNE,DOWNTOWN EAST VILLAGE,-114.0508479,51.04709033
24-00714158,2024-09-09,2024-09-09,0,Same Day,5,0,Other,REN,RENFREW,-114.039169,51.05965316
24-00593532,2024-07-27,2024-07-27,0,Same Day,5,0,Other,ARB,ARBOUR LAKE,-114.207675,51.13259471
24-00766700,2024-09-30,2024-11-07,38,Over 2 Weeks,1,1,Other,SHG,SHAGANAPPI,-114.1266523,51.04521136
24-00724823,2024-09-12,2024-09-16,4,1 Week,3,0,App,SET,SETON,-113.9479312,50.87415766
24-00887798,2024-11-20,2024-12-05,15,Over 2 Weeks,1,1,Other,LKB,LAKE BONAVISTA,-114.0512956,50.939599
24-00886569,2024-11-20,2024-12-05,15,Over 2 Weeks,1,1,Other,ACA,ACADIA,-114.053696,50.97241507
24-00593878,2024-07-28,2024-07-28,0,Same Day,5,0,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00594363,2024-07-28,2024-07-28,0,Same Day,5,0,Other,STD,STARFIELD,-113.9400156,51.00485589
24-00712053,2024-09-09,2024-09-09,0,Same Day,5,0,App,MOP,MOUNT PLEASANT,-114.07603,51.07423791
24-00712994,2024-09-09,2024-09-09,0,Same Day,5,0,App,RAN,RANCHLANDS,-114.183647,51.11917908
24-00711449,2024-09-08,2024-09-09,1,1 Day,5,0,App,CNS,CORNERSTONE,-113.9305705,51.15735997
24-00714830,2024-09-09,2024-09-09,0,Same Day,5,0,App,MPL,MAPLE RIDGE,-114.034689,50.95763758
24-00714877,2024-09-09,2024-09-09,0,Same Day,5,0,App,SET,SETON,-113.9479312,50.87415766
24-00681728,2024-08-28,2024-09-09,12,2 Weeks,2,1,Other,SSD,SUNNYSIDE,-114.0790291,51.05641953
24-00677508,2024-08-27,2024-12-16,111,Over 2 Weeks,1,1,Other,LMR,LOWER MOUNT ROYAL,-114.0864994,51.0365032
24-00778391,2024-10-04,2024-12-02,59,Over 2 Weeks,1,1,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00778392,2024-10-04,2024-12-02,59,Over 2 Weeks,1,1,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00765952,2024-09-29,2024-11-21,53,Over 2 Weeks,1,1,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00768184,2024-10-01,2024-10-01,0,Same Day,5,0,Other,LKB,LAKE BONAVISTA,-114.0512956,50.939599
24-00714958,2024-09-09,2024-09-09,0,Same Day,5,0,Other,WES,WESTWINDS,-113.9700536,51.10339241
24-00696549,2024-09-03,2024-09-09,6,1 Week,3,0,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00722493,2024-09-12,2024-09-16,4,1 Week,3,0,Other,SGH,SAGE HILL,-114.1406861,51.17561697
24-00774655,2024-10-02,2024-10-02,0,Same Day,5,0,Other,RUN,RUNDLE,-113.9700581,51.07423997
24-00887560,2024-11-20,2024-12-05,15,Over 2 Weeks,1,1,Other,12J,12J,-113.8835157,50.8835932
